coin_page,coin_page-href,id_number,region,city,cabinet,catref,date_range,local_date,magistrate,alliance_coin,ob_inscription,ob_type,re_inscription,re_type,metal,average_diameter,average_die_axis,average_weight,notes,obverse-src,reverse-src,monogram_ob1-src,monogram_re1-src,monogram_ob2-src,monogram_re2-src
"2449","http://web3.forest.usf.edu/main/other/severan/spc/2449/","2449","Asia Minor","Αnazarbus","France","2092","230/231","249","","","AVT KA MA AVP CEOV [AΛΕΞΑΝΔ]ΡΟC","Laur. bust of Severus Alexander r.","ANAZAPBOV MHTPO ΓΒ ΕΤ ΘΜC CVNΘVCIA","Draped feminine personage, wearing a calathos, a two-headed axe on her shoulders, standing to l., in front of a bull","AE","","","22.37","Babelon, ASFN, p. 26, pl. II, 8. - Ziegler, Anazarbos, 640, 1. - For the Rev. type, cf. Robert, <> 228 sq, Weiss, Chiron 21 (1991), 362 sq and Ziegler, Prestige, 40, B 44.","http://web3.forest.usf.edu/main/other/severan/images/db/2449a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2449b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2449c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2449d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2449e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2449f.jpg"
"2719","http://web3.forest.usf.edu/main/other/severan/spc/2719/","2719","Asia Minor","Anazarbus","Levante","1442","219-220","","","","IOVΛΙΑΝ KOPNΗΛΙΑΝ ΠΑVΛΑΝ","Bust of Paula","ANAZΑΡΒΟV MHTPO ΓΒ AMK","Elagabalus riding, r. raised","AE","","","11.75","Pierced.","http://web3.forest.usf.edu/main/other/severan/images/db/2719a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2719b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2719c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2719d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2719e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2719f.jpg"
"2337","http://web3.forest.usf.edu/main/other/severan/spc/2337/","2337","Asia Minor","Tarsus","France","1557","218-222","","","","[AVT] K M AVP ANTΩNEIN[OC]","Laur. bust of Elagabalus r.","On the circumference, TAPCOV MHTP","Crown of the Cilicarch decorated with five imperial heads, ΓΒ and ΕΛ (symbol)Ν (=KOIN); to the middle, AMK","AE","","","7.28","Symbol on Rev. shown below in Monogram RE1","http://web3.forest.usf.edu/main/other/severan/images/db/2337a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2337b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2337c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2337d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2337e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2337f.jpg"
"2432","http://web3.forest.usf.edu/main/other/severan/spc/2432/","2432","Asia Minor","Αnazarbus","France","2075","218-222","","","","IOV KOPNH ΠΑVΛA CEB","Veiled bust of Julia Paula r.","ΑΝΑΖΑΡΒΟV ΜΗΤΡΟΠ ΓΒ ΑΜΚ","Capricorn r. on a globe","AE","","","7.88","Ziegler, Anazarbos, 387, 2.","http://web3.forest.usf.edu/main/other/severan/images/db/2432a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2432b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2432c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2432d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2432e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2432f.jpg"
"2274","http://web3.forest.usf.edu/main/other/severan/spc/2274/","2274","Asia Minor","Tarsus","France","1494","198-217","","","","AVT KAI M AVP CEΟVHPOC ANTΩΝΕΙΝOC ... Π","Radiate bust of Caracalla R.","ΚΙΛΙΚΑΡΧ ΤΑΡ[CE ΑΠΟ] ΤΟV EΘΝΟVC","Personage (Cilicarch?) standing L., wearing a crown with the letters ΑΜΚΓ and holding a patera on a lighted altar.","AR","","","5.41","c) coinage in silver; coins with the titles ANTΩΝΕΙΝΙΑΝΗ and AMK (a reference given to the city at the time of Caracalla’s visit to Tarsus in 215).
Babelon, ASFN, p. 17, pl. II,1. - Cf. SNG Levante 1031.","http://web3.forest.usf.edu/main/other/severan/images/db/2274a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2274b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2274c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2274d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2274e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2274f.jpg"
"2717","http://web3.forest.usf.edu/main/other/severan/spc/2717/","2717","Asia Minor","Anazarbus","Levante","1440","219-220","","","","IOV.KOPN ΠΑVΛΑ CEB","Bust of Paula, veiled","ANAZΑΡΒΟV MHTPO AMK ΓΒ","Capricorn on globe","AE","","","11.96","","http://web3.forest.usf.edu/main/other/severan/images/db/2717a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2717b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2717c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2717d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2717e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2717f.jpg"
"2569","http://web3.forest.usf.edu/main/other/severan/spc/2569/","2569","Asia Minor","Tarsus","Levante","1034","198-217","","","","AVT K... ANTΩΝΕΙΝΟC CEB Π Π","Bust of Caracalla, laur., holding spear and shield decorated with Gorgoneion","ΑΔΡ CEOVH ANTΩΝΕΙΝΟVΠΟΛΕ ΜΗΤΡ ΤΑΡCOV ΓΒ ΚΟΙΝΟΒΟVΛΙΟΝ","Koinoboulion seated, holding cornucopiae and throwing pebble in vase; at r. tree","AE","","","23.29","II.  City-titulature with ΑΝΤΩΝΕΙΝΟVΠΟΛΙC, 212/215
Cf. Gaebler, KOINOBΟVΛΙΟΝ, 320, 9; Koinoboulion, often mentioned on coins and inscriptions of the metropoles Tarsus and Anazarbus but misinterpreted by Gaebler, means “meeting of the Provincial Assembly”.","http://web3.forest.usf.edu/main/other/severan/images/db/2569a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2569b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2569c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2569d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2569e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2569f.jpg"
"2433","http://web3.forest.usf.edu/main/other/severan/spc/2433/","2433","Asia Minor","Αnazarbus","France","2076","218-222","","","","IOVΛΙΑΝ KOPNHΛΙΑΝ ΠΑVΛAΝ","Bust of Julia Paula r.","ΑΝΑΖΑΡΒΟV ΜΗΤΡΟ ΓΒ ΑΜΚ","Elagabalus on a horse moving at a walking pace to r., waving to r.","AE","","","13.42","Wadd. 4138. - Same coins as SNG Levante 1442 (also pierced). - Ziegler, Prestige, pl. II, 98; id.,  Anazarbos, 437, 2.","http://web3.forest.usf.edu/main/other/severan/images/db/2433a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2433b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2433c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2433d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2433e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2433f.jpg"
"2691","http://web3.forest.usf.edu/main/other/severan/spc/2691/","2691","Asia Minor","Anazarbus","Levante","1414","217","235","","","AVT K M OΠ CEV MAKPEINOC CEB","Bust of Macrinus, laur.","ANAZ ENΔΟΞ ΜΗΤΡΟ ΡΩΜ ΤΡΟ ΚΕΚ ΓΒ ΕΤ ΕΛC","Nike, holding wreath and trophy over shoulder","AE","","","24.26","","http://web3.forest.usf.edu/main/other/severan/images/db/2691a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2691b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2691c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2691d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2691e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2691f.jpg"
"2423","http://web3.forest.usf.edu/main/other/severan/spc/2423/","2423","Asia Minor","Αnazarbus","France","2066","218-222","","","","AV K M AV ANTΩΝΕΙΝΟC CE","Laur. bust of Elagabalus r.","ANAZAPBEΩΝ OIKOVME[NIKOC] ΓΒ ΑΜΚ","Agnostic crown placed on a table whose legs are in the form of lion paws; legend","AE","","","12.91","Wadd. 4126. - Ziegler, Prestige, 38, B 27; id., Anazarbos, 420, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2423a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2423b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2423c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2423d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2423e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2423f.jpg"
"2511","http://web3.forest.usf.edu/main/other/severan/spc/2511/","2511","Asia Minor","Tarsus","Righetti","1663","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝΟC/Π-Π","draped bust of Caracalla with demiurge crown, l.","ΑΝΤΩΝΙΑΝ-ΗC CEVH AΔΡ/ΤΑΡCOV/Γ-Β/ΑΜ-Κ","Rev: City goddess (Antiochia type) with capstone, velum, ear of corn and poppyseed, sitting on a rock l.; before her swims the river god Kydnos.","AE","34.8 mm","8","22.803 g","Possibly unedited variation of SNG Levante 1068 (obv.);","http://web3.forest.usf.edu/main/other/severan/images/db/2511a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2511b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2511c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2511d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2511e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2511f.jpg"
"2102","http://web3.forest.usf.edu/main/other/severan/spc/2102/","2102","Asia Minor","Anazarbus","Fitzwilliam","5227","229/30","248","","","Αυτ Κ Μα C Αλεξανδροc","Severus Alexander laur.","ΑναζαρΕνδοξ; in exergue, ΜητροποΕrHMC","Two tetrastyle temples, between which, altar","AE","","12","16.45","G. 1948. 450; Grant.","http://web3.forest.usf.edu/main/other/severan/images/db/2102a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2102b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2102c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2102d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2102e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2102f.jpg"
"2347","http://web3.forest.usf.edu/main/other/severan/spc/2347/","2347","Asia Minor","Tarsus","France","1567","218-222","","","","AVT KAI M AVP ANTΩΝΕΙΝΟC CE","Laur. bust of Elagabalus r, above, two stars","On the circumference, TAPCOV MHTPOΠΟΛΕ ΑΜΚ; ΓΒ","Crown of the demiurge placed on an altar; to r., crown of the Cilicarch decorated by six (or seven?) imperial heads and ΓΒ","AE","","","12.78","Obv. Same coin as SNG Levante 1078","http://web3.forest.usf.edu/main/other/severan/images/db/2347a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2347b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2347c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2347d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2347e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2347f.jpg"
"2620","http://web3.forest.usf.edu/main/other/severan/spc/2620/","2620","Asia Minor","Tarsus","Levante","1085","218-222","","","","AVT K M AVP ANTΩΝΕΙΝO","Head of Elagabalus, laur.; below, star","TAPCOV MHTPO","Zeus seated, holding Nike and scepter","AE","","","4.41","","http://web3.forest.usf.edu/main/other/severan/images/db/2620a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2620b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2620c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2620d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2620e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2620f.jpg"
"2514","http://web3.forest.usf.edu/main/other/severan/spc/2514/","2514","Asia Minor","Tarsus","Righetti","1666","198-217","","","","ΙΟVΛΙΑΝ ΚΟΡΝΗΛΙΑΝ ΠΑVΛΑ(Ν) - CEB","draped bust of Julia Paula, r.","TAPCOV THC MHTPOΠΟΛΕΩC/AMKΓΒ","Julia Paula and Elagabalus, standing face to face, holding hands","AE","30.6 mm","1","11.930 g","ΒΜC 209;","http://web3.forest.usf.edu/main/other/severan/images/db/2514a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2514b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2514c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2514d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2514e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2514f.jpg"
"2498","http://web3.forest.usf.edu/main/other/severan/spc/2498/","2498","Asia Minor","Anazarbus","Righetti","1501","217-218","","","","M OΠ ΑΝΤΟΝΙΝΟC - ΔΙΑΔΟVMENIANOC K","curiate bust with armor on back of Diadumenianus Caesar, r.","ANAZAPBOV MHTPOΠΟΛΕΩC/ΓΒ","Nike with tropaeum in biga, riding r.","AE","30.4 mm","5","15.458 g","SNG Aulock 5483; Ziegler 1043;","http://web3.forest.usf.edu/main/other/severan/images/db/2498a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2498b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2498c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2498d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2498e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2498f.jpg"
"2512","http://web3.forest.usf.edu/main/other/severan/spc/2512/","2512","Asia Minor","Tarsus","Righetti","1664","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝΟC/Π-Π","curiate bust with paludamentum on back of Caracalla, laureate, l.","(...) TAPCOV/(CEIT...?)/A - K","Galley with crew sailing, r.","AE","35.9 mm","1","20.995 g","Possibly unedited variation of SNG Aulock 6015;","http://web3.forest.usf.edu/main/other/severan/images/db/2512a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2512b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2512c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2512d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2512e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2512f.jpg"
"2430","http://web3.forest.usf.edu/main/other/severan/spc/2430/","2430","Asia Minor","Αnazarbus","France","2073","218-222","","","","AV K M AVP ANTΩΝΕΙΝΟC CEB","Bust of Elagabalus r., dressed as a demiurge","on the circumference, ΑΝΑΖ ENΔΟΞ ΜΗΤΡΟΠ ΤΡΟΠ ΑΜΚ ΓΒ ; ΔΗΙΟVΡΓΙΑ ΑΝΤΩΝΕΙΝΟV ΕΤ ΜC","Crown of the demiurge inscribed with ΔΗΜΙΟVPΓΙΑ ΑΝΤΩΝΕΙΝΟV ET MC","AE","","","18.87","Wadd. 4134. - Obv. Same coin as SNG Levante 1435. - Ziegler, Anazarbos, 467, 3.","http://web3.forest.usf.edu/main/other/severan/images/db/2430a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2430b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2430c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2430d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2430e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2430f.jpg"
"2616","http://web3.forest.usf.edu/main/other/severan/spc/2616/","2616","Asia Minor","Tarsus","Levante","1081","218-222","","","","AVT KAI M AVP ANTΩΝΕΙΝOC CEB","Bust of Elagabalus, laur.; same legend","TAPCOV THC MHTPOΠΟΛΕΩC AMK","Athena seated, holding Nike and spear; at her side, shield","AE","","","13.44","","http://web3.forest.usf.edu/main/other/severan/images/db/2616a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2616b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2616c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2616d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2616e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2616f.jpg"
"2624","http://web3.forest.usf.edu/main/other/severan/spc/2624/","2624","Asia Minor","Tarsus","Levante","1089","222-235","","","","A K M A CEΟV.AΛΕΞΑΝΔΡΟC CEB Π Π","Bust of Severus Alexander, wearing garments and crown of demiourgos","ΔWPEA AΛΕΧΑΝΔΡΟV (sic) TA MH AMK","Galley; below, two dolphins around demiourgos crown","AE","","","23.12","Rev. ΔWPEA AΛΕΧΑΝΔΡΟV (sic) TA MH AMK","http://web3.forest.usf.edu/main/other/severan/images/db/2624a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2624b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2624c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2624d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2624e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2624f.jpg"
"2695","http://web3.forest.usf.edu/main/other/severan/spc/2695/","2695","Asia Minor","Anazarbus","Levante","1418","217-218","","","","M OΠ ΑΝΤΩΝΙ ΔΙΑΔΟVMENIANOC K","Bust of Diadumenianus","ANAZAPBOV MHTPOΠΟΛΕΩC ΓΒ","Two Nikai holding shield on tree-trunk","AE","","","17.61","","http://web3.forest.usf.edu/main/other/severan/images/db/2695a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2695b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2695c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2695d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2695e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2695f.jpg"
"2560","http://web3.forest.usf.edu/main/other/severan/spc/2560/","2560","Asia Minor","Tarsus","Levante","1025","193-211","","","","AVT KAI Λ CEΠ CEΦHPOC ΠEΡ Π Π","Bust of Septimius Severus, laur.","CEVHPIA/[OΛ]VMΠΙΑ/ΕΠΙΝΙΚΙΑ; EN KOΔΡΙΓΕC OPOIC KIΛΙΚΩΝ; ΑΔΡΙ CEVHP TAPCOV MHTPOΠΟΛΕΩC ΓΒ","Prize-crown; in three lines above, over and under prize-crown, see Rev. legend","AE","","","22.50","Rev. “In Kodrigai” refers to a place near the boundary of Cilicia, apparently “Jonas Pillars” near Alexandreia Kat’Isson (cf. Kubitschek, EN KOΔΡΕΙΓΑΙC, 87-100; (theory contested by Missere in Numismatica, year IV, n.3, Sept.-Dec. 1963).","http://web3.forest.usf.edu/main/other/severan/images/db/2560a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2560b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2560c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2560d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2560e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2560f.jpg"
"2401","http://web3.forest.usf.edu/main/other/severan/spc/2401/","2401","Asia Minor","Αnazarbus","France","2044","194/195","213","","","AVT K Λ CEΠ CEVHPOC ΠΕΡ CEB","Laur. bust of Septimius Severus r.","ANAZAPBΕΩΝ ET ΓΙC","Diademed bust of Zeus Olybris r.","AE","","","10.10","Wadd. 4119. - Ziegler, Anazarbos, 278, 2.","http://web3.forest.usf.edu/main/other/severan/images/db/2401a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2401b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2401c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2401d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2401e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2401f.jpg"
"2259","http://web3.forest.usf.edu/main/other/severan/spc/2259/","2259","Asia Minor","Tarsus","France","1479","193-211","","","","IOVΛΙΑ ΔΟΜΝΑ CΕΒΑCTH","Bust of Julia Domna to R.","ΑΔΡ CE[VH]PI TAPCOV ΜΗΤΡΟΠΟ ΓΒ","Tyche wearing a turreted crown and veil sitting L. on rocks, holding corn-ears and a poppy; at her feet swims the river god Kydnos","AE","","","22.09","","http://web3.forest.usf.edu/main/other/severan/images/db/2259a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2259b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2259c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2259d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2259e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2259f.jpg"
"2566","http://web3.forest.usf.edu/main/other/severan/spc/2566/","2566","Asia Minor","Tarsus","Levante","1031","193-217","","","","ΙΟVΛΙΑ ΔΟΜΝΑ CEBACTH","Bust of Julia Domna, crescent on shoulder","ΤΑΡCE AΠΟ ΤΟV EΘΝΟVC","Person (Kilikarchia?), crowned with letters AMKΓ, holding patera over altar; ΚΙΛΙΚΑΡΧ","AR","","","5.18","Rev. Reading ΑΠΟ (not ΕΛΠΟ, as suggested by I.-B., Antike 104, 281 (for Caracalla), is clear; the letters AMKΓ represent the normal abbreviations of the city-titulature, often to be also found on the Kilikarchis crown; cf. n. 1039; cf. Weiss, Kilikien.  F","http://web3.forest.usf.edu/main/other/severan/images/db/2566a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2566b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2566c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2566d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2566e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2566f.jpg"
"2694","http://web3.forest.usf.edu/main/other/severan/spc/2694/","2694","Asia Minor","Anazarbus","Levante","1417","217-218","","","","M OΠ ΑΝΤΩΝΙΝΟC ΔΙΑΔΟVMENIANOC.K.","Bust of Diadumenianus","ANAZAPBOV MHTPOΠΟΛ ΓΒ","Nike in biga, holding bridle and trophy over shoulder","AE","","","13.38","","http://web3.forest.usf.edu/main/other/severan/images/db/2694a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2694b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2694c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2694d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2694e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2694f.jpg"
"2310","http://web3.forest.usf.edu/main/other/severan/spc/2310/","2310","Asia Minor","Tarsus","France","1530","198-217","","","","AVT KAI M AVP CEVHPOC ANTΩΝΕΙΝOC CEB Π Π","Bust of Caracalla l., dressed as a demiurge","[ANTΩΝΙΑΝΗC CEV AΔΡ MH] TAPCOV AMK ΓΒ","Caracalla holding a Nike, holding a scepter, standing in a quadriga galloping face forward","AE","","","20.58","Wadd. 4648. - Obv. Same coin as SNG Levante 1066.","http://web3.forest.usf.edu/main/other/severan/images/db/2310a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2310b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2310c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2310d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2310e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2310f.jpg"
"2407","http://web3.forest.usf.edu/main/other/severan/spc/2407/","2407","Asia Minor","Αnazarbus","France","2050","213/214","232","","","AVT K M AV CEOVHPOC ANTΩΝΕΙΝΟC CEB","Laur. bust of Caracalla r.","ANAZAPBOV MHTPOΠΟΛΕΩC ΓΒ ΕΤ BΛC KOINOBOVΛΙΟΝ","Koinoboulion sitting l., holding a cornucopia and depositing her votes in an urn; to l., a tree","AE","","","24.92","Ziegler, Anazarbos, 321, 1.","http://web3.forest.usf.edu/main/other/severan/images/db/2407a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2407b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2407c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2407d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2407e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2407f.jpg"
"2066","http://web3.forest.usf.edu/main/other/severan/spc/2066/","2066","Asia Minor","Samos","Hunterian","1782","209-212","","","Convention of Miletus","Λ ΑΥ ΚΑΙ ΓΕΤΑC","Laur. head of Geta r.","CAMIΩΝ","River-god Imbrasus, reclining l., holding reed and leaning on cornucopiae and overturned vase","AE","","6","3.16","SNG Cop. 1744
M. 2, 407, 15","http://web3.forest.usf.edu/main/other/severan/images/db/2066a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2066b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2066c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2066d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2066e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2066f.jpg"
"2508","http://web3.forest.usf.edu/main/other/severan/spc/2508/","2508","Asia Minor","Tarsus","Righetti","1660","193-211","","","","AVT KAI(C Λ CEΠΤ) - CEVHPOC CEB","curiate bust of Septimius Severus laureate, r.","AΔΡΙ CEYHPIANH TAPCOY MHTPO TΩΝ ΕΠΑΡΧΙ(ΩΝ)/ΚΙΛΙΚΙΑ/ΙCAV - PIA/ΛVKA-ONIA","City goddess of Tarsus with river god Kydnos sitting between the standing Tychai of Isauria and Lycaonia, who is crowning the latter.","AE","37.4 mm","7","31.509 g","BMC 176; Ziegler 686;","http://web3.forest.usf.edu/main/other/severan/images/db/2508a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2508b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2508c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2508d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2508e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2508f.jpg"
"2356","http://web3.forest.usf.edu/main/other/severan/spc/2356/","2356","Asia Minor","Tarsus","France","1576","222-235","","","","A K M A CEΟV AΛΕΞΑΝΔΡΟC CEB Π Π","Bust of Severus Alexander r., wearing a crown of the demiurge","ΑΛΕΞΑΝΔΡ ΑΝ CEOV AΔ ΜΗΤ ΤΑΡCOV ΓΠΒ ΑΜΚ","Apollo Lykeios, nude, standing face forward, holding two wolves by their front paws","AE","","","36.30","Obv. Same coin as SNG Levante 1089. - Rev. The letter Π between Γ and B signifies ΠΡΟΚΑΘΕΞΟΜΕΝΗ (who presides over the three provinces); cf. Weiss, <>, 545sq.","http://web3.forest.usf.edu/main/other/severan/images/db/2356a.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2356b.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2356c.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2356d.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2356e.jpg","http://web3.forest.usf.edu/main/other/severan/images/db/2356f.jpg"
